S NO,"APPLN
NO","AGGR
MARK",RANK,"COMMU
NITY","COLLEGE
CODE","BRANCH
CODE","ALLOTTED
CATEGORY",CLG NM,BRNCH
1,331205,200,1,BC,1,CS,OC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg
2,325132,200,3,BC,1,CS,OC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg
3,269347,200,6,BC,2006,CM,OC,"PSG Clge of Tech (Aut), Peelamedu, Coimbatore DT 641004",Computer Science and Engg (SS)
4,289687,200,7,BC,1,CS,OC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg
5,323336,200,8,BC,1,CS,OC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg
6,210660,200,9,OC,1,CS,OC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg
7,252764,200,10,BC,1,CS,OC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg
8,318554,200,11,OC,1,BY,OC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Bio­ Medical Engg (SS)
9,395088,200,13,OC,1,CS,OC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg
10,317150,200,14,BC,1,CS,OC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg
11,338638,200,15,BC,1,CS,OC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg
12,294093,200,17,BC,1,CS,OC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg
13,205679,200,18,BC,1,CS,OC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg
14,235064,200,19,SC,1,CS,OC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg
15,291381,200,20,BC,1,CS, ,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg
16,252017,200,21,BC,1,CS,OC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg
17,324559,200,22,BC,1,CS,OC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg
18,283391,200,23,BC,1,CS,BC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg
19,302352,200,24,BCM,5008,CS,OC,"Thiagarajar Clg of Engg (Aut), Tirupparankundram, Madurai DT 625015",Computer Science and Engg
20,311775,200,25,BC,1,CS,BC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg
21,224065,200,26,BC,1,CS,BC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg
22,315985,200,27,BC,1,CS,BC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg
23,311701,200,28,BC,1,CS,BC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg
24,215665,200,30,BC,1,EC,OC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Electronics and Communication Engg
25,227023,200,31,OC,2006,CM,OC,"PSG Clge of Tech (Aut), Peelamedu, Coimbatore DT 641004",Computer Science and Engg (SS)
26,294824,200,32,OC,1,CM,OC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg (SS)
27,275572,200,33,BC,1,CS,BC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg
28,327533,200,35,OC,1,EC,OC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Electronics and Communication Engg
29,288370,200,36,OC,2006,CM,OC,"PSG Clge of Tech (Aut), Peelamedu, Coimbatore DT 641004",Computer Science and Engg (SS)
30,269079,200,38,OC,1,CM,OC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg (SS)
31,293015,200,39,OC,1,CM,OC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg (SS)
32,284191,200,41,BC,2006,CM,OC,"PSG Clge of Tech (Aut), Peelamedu, Coimbatore DT 641004",Computer Science and Engg (SS)
33,387189,200,42,BC,1,CS,BC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg
34,272029,200,43,MBC,1,CS,MBC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg
35,315595,200,44,BC,1,CS,BC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg
36,360565,200,45,OC,1,CM,OC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg (SS)
37,394980,200,46,MBC,1,CS,MBC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg
38,299620,200,48,BC,2006,EC,OC,"PSG Clge of Tech (Aut), Peelamedu, Coimbatore DT 641004",Electronics and Communication Engg
39,289288,200,49,BC,1,EC,OC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Electronics and Communication Engg
40,325749,200,50,BC,1,CS,BC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg
41,255577,200,51,BC,1,CS,BC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg
42,251086,200,52,BC,2006,CM,OC,"PSG Clge of Tech (Aut), Peelamedu, Coimbatore DT 641004",Computer Science and Engg (SS)
43,265216,200,53,BC,5008,CS,OC,"Thiagarajar Clg of Engg (Aut), Tirupparankundram, Madurai DT 625015",Computer Science and Engg
44,266537,200,54,BC,2006,EC,OC,"PSG Clge of Tech (Aut), Peelamedu, Coimbatore DT 641004",Electronics and Communication Engg
45,250512,200,55,BC,2006,CM,OC,"PSG Clge of Tech (Aut), Peelamedu, Coimbatore DT 641004",Computer Science and Engg (SS)
46,202093,200,58,BC,1,CM,OC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg (SS)
47,212564,200,60,BC,1,CS,BC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg
48,277698,200,61,BC,2006,CM,OC,"PSG Clge of Tech (Aut), Peelamedu, Coimbatore DT 641004",Computer Science and Engg (SS)
49,327636,200,62,BC,1,CM,OC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg (SS)
50,214010,200,64,MBC,1,CS,MBC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg
51,321538,200,65,BC,4,CS,OC,"Anna Univ - MIT Campus, Chrompet, Tambaram TK, Kancheepuram DT 600 044",Computer Science and Engg
52,297651,200,67,BC,1,CM,OC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg (SS)
53,343575,200,68,BC,2006,EC,OC,"PSG Clge of Tech (Aut), Peelamedu, Coimbatore DT 641004",Electronics and Communication Engg
54,294637,200,71,BC,1315,CS,OC,"Sri Sivasubramaniya Nadar Clg of Engg (Aut), Kalavakkam, Old Mahabalipuram Road (OMR), Kancheepuram",Computer Science and Engg
55,310751,200,72,MBC,1,MI,OC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Mining Engg
56,234457,200,73,BC,1,EC,OC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Electronics and Communication Engg
57,216961,200,76,BC,1,CS,BC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg
58,310430,200,77,BC,1,ME,OC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Mechanical Engg
59,237344,200,79,OC,1,CM,OC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg (SS)
60,261386,200,80,BC,2,CH,OC,"Anna Univ - ACT Campus, Sardar Patel Road, Guindy, CHN 600 025",Chemical Engg
61,211163,200,81,MBC,2006,CM,OC,"PSG Clge of Tech (Aut), Peelamedu, Coimbatore DT 641004",Computer Science and Engg (SS)
62,319177,200,82,BC,2006,CM,OC,"PSG Clge of Tech (Aut), Peelamedu, Coimbatore DT 641004",Computer Science and Engg (SS)
63,210209,200,83,BC,1,CM,OC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg (SS)
64,263212,200,84,BC,2006,CM,OC,"PSG Clge of Tech (Aut), Peelamedu, Coimbatore DT 641004",Computer Science and Engg (SS)
65,301704,200,85,BC,1,CM,OC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg (SS)
66,315273,200,87,BC,1,CM,OC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg (SS)
67,251663,200,89,MBC,2006,BY,OC,"PSG Clge of Tech (Aut), Peelamedu, Coimbatore DT 641004",Bio­ Medical Engg (SS)
68,224872,200,91,BC,1,CM,OC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg (SS)
69,271969,200,92,BC,2006,CM,OC,"PSG Clge of Tech (Aut), Peelamedu, Coimbatore DT 641004",Computer Science and Engg (SS)
70,202619,200,93,BC,1,CM,OC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg (SS)
71,341792,200,94,BC,1,CM,OC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg (SS)
72,265570,200,95,BC,1,EC,OC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Electronics and Communication Engg
73,280100,200,96,BC,1,CM,OC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg (SS)
74,312143,200,97,OC,1,EC,OC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Electronics and Communication Engg
75,280565,200,98,BC,1,CS,BC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg
76,256407,200,99,OC,1,CM,OC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg (SS)
77,276734,200,100,OC,2006,ME,OC,"PSG Clge of Tech (Aut), Peelamedu, Coimbatore DT 641004",Mechanical Engg
78,219939,200,101,BC,4,CS,OC,"Anna Univ - MIT Campus, Chrompet, Tambaram TK, Kancheepuram DT 600 044",Computer Science and Engg
79,329994,200,102,BC,1,CS,BC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg
80,400285,200,103,OC,2006,EC,OC,"PSG Clge of Tech (Aut), Peelamedu, Coimbatore DT 641004",Electronics and Communication Engg
81,200213,200,104,BC,1,CM,OC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg (SS)
82,324710,200,105,MBC,2006,CM,OC,"PSG Clge of Tech (Aut), Peelamedu, Coimbatore DT 641004",Computer Science and Engg (SS)
83,213065,200,106,BC,1,EC,OC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Electronics and Communication Engg
84,269638,200,107,BC,1,CM,OC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg (SS)
85,406482,200,110,BC,2006,EC,OC,"PSG Clge of Tech (Aut), Peelamedu, Coimbatore DT 641004",Electronics and Communication Engg
86,239850,200,112,BC,1,CM,OC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg (SS)
87,325551,200,115,BC,1,EC,OC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Electronics and Communication Engg
88,203385,200,116,OC,1,CM,OC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg (SS)
89,332648,200,117,MBC,1419,CS,OC,"Sri Sairam Enginering Clge, West Tambaram, CHN 600044",Computer Science and Engg
90,249131,200,119,BC,1,CM,OC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg (SS)
91,295392,200,121,BC,1,CM,OC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg (SS)
92,365186,200,122,BC,1,CM,OC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg (SS)
93,211310,200,123,BC,1,CM,OC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg (SS)
94,344055,200,124,BC,1,CM,OC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg (SS)
95,212589,200,125,BC,2006,CM,OC,"PSG Clge of Tech (Aut), Peelamedu, Coimbatore DT 641004",Computer Science and Engg (SS)
96,260844,200,126,MBC,1,CS,MBC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg
97,251157,200,127,BC,1,CM,OC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg (SS)
98,202749,200,128,BC,2006,EC,OC,"PSG Clge of Tech (Aut), Peelamedu, Coimbatore DT 641004",Electronics and Communication Engg
99,309271,200,129,OC,1,EC,OC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Electronics and Communication Engg
100,231860,200,132,BC,1,CM,OC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg (SS)
101,255888,199.667,133,OC,1,IM,OC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Information Tech. (SS)
102,299933,199.5,136,OC,1,CM,OC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg (SS)
103,325601,199.5,137,OC,1,CM,OC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg (SS)
104,261323,199.5,138,MBC,4,CS,OC,"Anna Univ - MIT Campus, Chrompet, Tambaram TK, Kancheepuram DT 600 044",Computer Science and Engg
105,321479,199.5,139,BC,1,CM,OC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg (SS)
106,281709,199.5,140,OC,1,EC,OC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Electronics and Communication Engg
107,280807,199.5,141,BC,5008,CS,OC,"Thiagarajar Clg of Engg (Aut), Tirupparankundram, Madurai DT 625015",Computer Science and Engg
108,290973,199.5,142,MBC,1,CS,MBC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg
109,311125,199.5,143,BC,1,CM,BC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg (SS)
110,279546,199.5,144,BC,1,CM,BC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg (SS)
111,319445,199.5,145,BC,2006,CM,OC,"PSG Clge of Tech (Aut), Peelamedu, Coimbatore DT 641004",Computer Science and Engg (SS)
112,212492,199.5,146,BC,2006,CM,OC,"PSG Clge of Tech (Aut), Peelamedu, Coimbatore DT 641004",Computer Science and Engg (SS)
113,261346,199.5,147,BC,1,CM,BC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg (SS)
114,227408,199.5,148,BC,2006,CM,OC,"PSG Clge of Tech (Aut), Peelamedu, Coimbatore DT 641004",Computer Science and Engg (SS)
115,281643,199.5,149,BC,1,CM,BC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg (SS)
116,328863,199.5,150,BC,1,CM,BC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg (SS)
117,217131,199.5,151,OC,4,CS,OC,"Anna Univ - MIT Campus, Chrompet, Tambaram TK, Kancheepuram DT 600 044",Computer Science and Engg
118,208122,199.5,152,BC,1,IM,OC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Information Tech. (SS)
119,295545,199.5,153,MBC,2006,IM,OC,"PSG Clge of Tech (Aut), Peelamedu, Coimbatore DT 641004",Information Tech. (SS)
120,261718,199.5,156,BC,1,CM,BC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg (SS)
121,232139,199.5,157,BC,1,CM,BC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg (SS)
122,312755,199.5,159,BC,2006,CM,OC,"PSG Clge of Tech (Aut), Peelamedu, Coimbatore DT 641004",Computer Science and Engg (SS)
123,406571,199.5,161,BC,1,EC,OC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Electronics and Communication Engg
124,344103,199.5,162,BC,1,EC,OC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Electronics and Communication Engg
125,261719,199.5,163,OC,1,EC,OC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Electronics and Communication Engg
126,263203,199.5,164,BC,1,EC,OC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Electronics and Communication Engg
127,239679,199.5,165,BC,4,AT,OC,"Anna Univ - MIT Campus, Chrompet, Tambaram TK, Kancheepuram DT 600 044",Automobile Engg (SS)
128,352775,199.5,166,BC,1,CM,BC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg (SS)
129,330470,199.5,167,BC,1,CM,BC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg (SS)
130,294555,199.5,169,MBC,1,CS,MBC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg
131,322489,199.5,170,BC,1,CM,BC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg (SS)
132,252909,199.5,173,BC,1,CM,BC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg (SS)
133,321672,199.5,174,MBC,1315,CS,OC,"Sri Sivasubramaniya Nadar Clg of Engg (Aut), Kalavakkam, Old Mahabalipuram Road (OMR), Kancheepuram",Computer Science and Engg
134,400333,199.5,175,BC,1,EC,OC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Electronics and Communication Engg
135,330081,199.5,177,BC,4,AT,OC,"Anna Univ - MIT Campus, Chrompet, Tambaram TK, Kancheepuram DT 600 044",Automobile Engg (SS)
136,217203,199.5,179,OC,1,EC,OC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Electronics and Communication Engg
137,312115,199.5,180,OC,1,EC,OC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Electronics and Communication Engg
138,316560,199.5,182,BC,2006,CM,OC,"PSG Clge of Tech (Aut), Peelamedu, Coimbatore DT 641004",Computer Science and Engg (SS)
139,241152,199.5,184,BC,1,CM,BC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg (SS)
140,364320,199.5,185,MBC,1,CS,MBC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg
141,345596,199.5,187,MBC,2006,CM,OC,"PSG Clge of Tech (Aut), Peelamedu, Coimbatore DT 641004",Computer Science and Engg (SS)
142,224731,199.5,188,BC,1,CM,BC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg (SS)
143,304486,199.5,193,BC,2006,CM,OC,"PSG Clge of Tech (Aut), Peelamedu, Coimbatore DT 641004",Computer Science and Engg (SS)
144,318992,199.5,195,BC,1,CM,BC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg (SS)
145,235596,199.5,197,BC,2006,CM,OC,"PSG Clge of Tech (Aut), Peelamedu, Coimbatore DT 641004",Computer Science and Engg (SS)
146,210586,199.5,198,BC,1,EC,BC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Electronics and Communication Engg
147,280862,199.5,199,BC,1,CM,BC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg (SS)
148,321995,199.5,200,BC,1,CM,BC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg (SS)
149,331474,199.5,201,MBC,1315,CS,OC,"Sri Sivasubramaniya Nadar Clg of Engg (Aut), Kalavakkam, Old Mahabalipuram Road (OMR), Kancheepuram",Computer Science and Engg
150,285671,199.5,202,BC,1,CM,BC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg (SS)
151,307959,199.5,203,BC,1,CM,BC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg (SS)
152,210289,199.5,204,BC,1,CM,BC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg (SS)
153,386466,199.5,205,BC,1,CM,BC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg (SS)
154,328889,199.5,206,BC,1,CM,BC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg (SS)
155,311822,199.5,207,BC,1,CM,BC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg (SS)
156,280163,199.5,209,BC,1,CM,BC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg (SS)
157,270290,199.5,210,MBC,1,CS,MBC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg
158,219338,199.5,211,BC,1,CM,BC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg (SS)
159,321359,199.5,212,BC,1,IM,OC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Information Tech. (SS)
160,272922,199.5,213,BC,1,CM,BC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg (SS)
161,302172,199.5,214,BC,4,CS,OC,"Anna Univ - MIT Campus, Chrompet, Tambaram TK, Kancheepuram DT 600 044",Computer Science and Engg
162,341830,199.5,216,MBC,4,AT,OC,"Anna Univ - MIT Campus, Chrompet, Tambaram TK, Kancheepuram DT 600 044",Automobile Engg (SS)
163,277820,199.5,219,BC,2006,CM,OC,"PSG Clge of Tech (Aut), Peelamedu, Coimbatore DT 641004",Computer Science and Engg (SS)
164,259318,199.5,220,OC,2006,EC,OC,"PSG Clge of Tech (Aut), Peelamedu, Coimbatore DT 641004",Electronics and Communication Engg
165,281199,199.5,221,BC,1,EC,BC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Electronics and Communication Engg
166,253213,199.5,222,OC,1,IM,OC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Information Tech. (SS)
167,360140,199.5,223,BC,1,CM,BC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg (SS)
168,237603,199.5,226,BC,1,CM,BC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg (SS)
169,262492,199.5,227,BC,1,CM,BC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg (SS)
170,259442,199.5,228,BC,2006,CM,OC,"PSG Clge of Tech (Aut), Peelamedu, Coimbatore DT 641004",Computer Science and Engg (SS)
171,275710,199.5,229,BC,1,EC,BC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Electronics and Communication Engg
172,223936,199.5,230,OC,1315,CS,OC,"Sri Sivasubramaniya Nadar Clg of Engg (Aut), Kalavakkam, Old Mahabalipuram Road (OMR), Kancheepuram",Computer Science and Engg
173,212068,199.5,232,BC,4,CS,OC,"Anna Univ - MIT Campus, Chrompet, Tambaram TK, Kancheepuram DT 600 044",Computer Science and Engg
174,237316,199.5,234,OC,2006,CG,OC,"PSG Clge of Tech (Aut), Peelamedu, Coimbatore DT 641004",COMPUTER SCIENCE AND Engg (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING) (SS)
175,261308,199.5,235,SC,1,CS,SC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg
176,303939,199.5,236,BC,1,EC,BC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Electronics and Communication Engg
177,295565,199.5,238,OC,4,CS,OC,"Anna Univ - MIT Campus, Chrompet, Tambaram TK, Kancheepuram DT 600 044",Computer Science and Engg
178,339997,199.5,239,BC,1,EC,BC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Electronics and Communication Engg
179,268245,199.5,240,BC,1,EC,BC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Electronics and Communication Engg
180,225795,199.5,242,BC,1,IM,OC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Information Tech. (SS)
181,207077,199.5,243,OC,1315,CS,OC,"Sri Sivasubramaniya Nadar Clg of Engg (Aut), Kalavakkam, Old Mahabalipuram Road (OMR), Kancheepuram",Computer Science and Engg
182,233364,199.5,244,BC,1,IM,OC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Information Tech. (SS)
183,289342,199.5,245,OC,4,CS,OC,"Anna Univ - MIT Campus, Chrompet, Tambaram TK, Kancheepuram DT 600 044",Computer Science and Engg
184,320551,199.5,246,BC,1,EC,BC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Electronics and Communication Engg
185,284322,199.5,247,BC,1,EC,BC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Electronics and Communication Engg
186,284894,199.5,249,BC,4,CS,OC,"Anna Univ - MIT Campus, Chrompet, Tambaram TK, Kancheepuram DT 600 044",Computer Science and Engg
187,206948,199.5,254,BC,1,IM,OC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Information Tech. (SS)
188,204207,199.5,255,BCM,2006,CM,OC,"PSG Clge of Tech (Aut), Peelamedu, Coimbatore DT 641004",Computer Science and Engg (SS)
189,341935,199.5,256,BC,2006,CM,OC,"PSG Clge of Tech (Aut), Peelamedu, Coimbatore DT 641004",Computer Science and Engg (SS)
190,251787,199.5,257,SC,1,CS,SC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Computer Science and Engg
191,295562,199.5,258,BC,2006,CM,BC,"PSG Clge of Tech (Aut), Peelamedu, Coimbatore DT 641004",Computer Science and Engg (SS)
192,215391,199.5,259,OC,1,IM,OC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Information Tech. (SS)
